"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"1",0,0.311275014710024,0.371517973840207,0.311275014710024,0.513341739713557,0.110154203514896,0.433618788127176,0.46191507742157,0.327335088442901,0.438243840708577,0.541042669113838,0.61573175742257,0.311275014710024,0.405602010161184,0.311275014710024,0.311275014710024,0.498163546613974,0.311275014710024,0.548462904006861,0.311275014710024,0.311275014710024,0.311275014710024,0.481306010855219,0.509111699025939,0.367738364868889,0.336212280829517,0.703778733325666,0.311233922961423,0.637834397859765,0.824879159963394,0.688724985289976,0.24983013861227,0.471362302166441,0.275009165809922,0.215302529289625,0.571395706309026,0.714999772621299,0.566197772291663,0.548462904006861,0.607298803469186,1,1,1,1,1,1,1,1,1,0.770835047291463,0.668627683172005,0.335284953669159,0.42927547589803,0.670021571221701,0.413039964219389,0.258028525095703,0.414740883180154,0.463042861455305,0.366107658601376,0.65689524662696,0.548462904006861,0.434851851090722,0.548503731603221,0.630287390680732,0.311275014710024,0.531754674564278,0.678216341230288,0.643188000260596,0.826417586814066,1,0.375779960279084,0.838797046697216,1,1,1,1,1,1,0.514939883847789,0.359954025052906,0.62274579122274,1,1,1,1,1,1,0.596171735524842,0.558596481801394,0.757988209574555,0.839822993268739,0.607586058369308,0.781960234910575,0.762989762051134,0.541739651781652,1,1,1,1
"2",0.311275014710024,0,0.202779325974421,0.0806780658227494,0.824616754423581,0.201120811195128,0.61420343827792,0.381132723722826,0.293263747304259,0.405926537162624,0.541042669113838,0.61573175742257,0.0618468840207662,0.263065643316947,0.0321990334561513,0.0602659900457888,0.432374341590494,0.0415983557235091,0.405926537162624,0.0756060424858437,0.0371873363044913,0.0657777641743317,0.600089576278535,0.700370741377529,0.479203919361035,0.555229868235424,0.740870645669712,0.272775012264442,0.848199651488674,1,1,0.51701620464232,0.782637316876465,0.586284180519946,0.446569339021365,0.67008423819001,0.842009302174029,0.566197772291663,0.405926537162624,0.578625620364393,1,1,1,1,1,1,1,1,1,1,0.888601772654457,0.495484602859366,0.451736892883504,0.845395054594959,0.42619029795518,0.569303539805726,0.685715523337771,0.774317876165329,0.383764193842081,0.65689524662696,0.405926537162624,0.292315484246485,0.548503731603221,0.461548742814946,0.06494633583906,0.516525383732707,0.678216341230288,0.643188000260596,0.826417586814066,1,0.370715651998815,0.838797046697216,1,1,1,1,1,1,0.826214898557813,0.618809743267593,0.934020805932764,1,1,1,1,1,1,0.596171735524842,0.558596481801394,0.757988209574555,0.839822993268739,0.607586058369308,0.781960234910575,1,0.802694795037768,1,1,1,1
"3",0.371517973840207,0.202779325974421,0,0.28345739179717,0.824616754423581,0.303513764364878,0.61420343827792,0.583912049697247,0.134667306727144,0.608705863137045,0.572276489998817,0.61573175742257,0.264626209995187,0.465844969291368,0.234978359430572,0.26304531602021,0.558406505744157,0.161180970250912,0.608705863137045,0.278385368460264,0.239966662278912,0.137001561800089,0.608705863137045,0.700370741377529,0.608705863137045,0.555229868235424,0.740870645669712,0.400782784222363,0.848199651488674,1,1,0.51701620464232,0.782637316876465,0.608705863137045,0.467094862450254,0.67008423819001,0.842009302174029,0.608705863137045,0.608705863137045,0.578625620364393,1,1,1,1,1,1,1,1,1,1,0.888601772654457,0.495484602859366,0.451736892883504,0.845395054594959,0.545247577229279,0.608705863137045,0.685715523337771,0.774317876165329,0.586543519816502,0.65689524662696,0.608705863137045,0.495094810220905,0.608705863137045,0.293748086104888,0.137832990135361,0.591997633694462,0.678216341230288,0.643188000260596,0.826417586814066,1,0.436022919409267,0.838797046697216,1,1,1,1,1,1,0.826214898557813,0.618809743267593,0.934020805932764,1,1,1,1,1,1,0.596171735524842,0.558596481801394,0.757988209574555,0.839822993268739,0.608705863137045,0.781960234910575,1,0.802694795037768,1,1,1,1
"4",0.311275014710024,0.0806780658227494,0.28345739179717,0,0.824616754423581,0.201120811195128,0.61420343827792,0.362695916268687,0.373941813127009,0.325248471339874,0.541042669113838,0.61573175742257,0.0188311818019832,0.182387577494198,0.0484790323665981,0.0204120757769606,0.432374341590494,0.122276421546259,0.325248471339874,0.00507202333690576,0.0434907295182581,0.146455829997081,0.600089576278535,0.700370741377529,0.479203919361035,0.555229868235424,0.740870645669712,0.272775012264442,0.848199651488674,1,1,0.51701620464232,0.782637316876465,0.586284180519946,0.446569339021364,0.67008423819001,0.842009302174029,0.566197772291663,0.325248471339874,0.578625620364393,1,1,1,1,1,1,1,1,1,1,0.888601772654457,0.495484602859366,0.480256519690708,0.845395054594959,0.42619029795518,0.569303539805726,0.685715523337771,0.774317876165329,0.303086128019332,0.65689524662696,0.325248471339874,0.211637418423735,0.548503731603221,0.542226808637695,0.145624401661809,0.516525383732706,0.678216341230288,0.643188000260596,0.826417586814066,1,0.370715651998815,0.838797046697216,1,1,1,1,1,1,0.826214898557813,0.618809743267593,0.934020805932764,1,1,1,1,1,1,0.596171735524842,0.558596481801393,0.757988209574555,0.839822993268739,0.607586058369307,0.781960234910575,1,0.802694795037768,1,1,1,1
"5",0.513341739713557,0.824616754423581,0.824616754423581,0.824616754423581,0,0.623495943228453,0.266747684790738,0.491219782155706,0.689949447696436,0.768490448565907,0.842280138725963,0.824616754423581,0.824616754423581,0.824616754423581,0.824616754423581,0.824616754423581,0.828410154471303,0.824616754423581,0.878709511864191,0.824616754423581,0.824616754423581,0.824616754423581,0.347617569229084,0.345709583632791,0.697984972726218,0.269386886188157,0.415255794547953,0.711436027468799,0.668344258235282,0.824879159963394,0.58769162278821,0.492859226765437,0.4664011346524,0.547108654461078,0.593349944691842,0.725928222542597,0.774029774840746,0.878709511864191,0.878709511864191,0.824616754423581,1,1,1,1,1,1,1,1,1,0.770835047291463,0.668627683172006,0.664417105233375,0.685575128587866,0.770533759186132,0.752652100543873,0.553230291304948,0.607734871706574,0.542735977031986,0.696354266458705,0.824616754423581,0.878709511864191,0.824616754423581,0.878709511864191,0.824616754423581,0.824616754423581,0.862001282421608,0.878709511864191,0.878709511864191,0.878709511864191,1,0.824616754423581,0.94590724255939,1,1,1,1,1,1,0.418202664518708,0.565761036208894,0.521712428720973,1,1,1,1,1,1,0.824616754423581,0.824616754423581,0.878709511864191,0.878709511864191,0.878709511864191,0.878709511864191,0.762989762051134,0.617754368608075,1,1,1,1
"6",0.110154203514896,0.201120811195128,0.303513764364878,0.201120811195128,0.623495943228453,0,0.428730970541973,0.419765083382003,0.259330878967572,0.396093846669011,0.541042669113838,0.61573175742257,0.201120811195128,0.363452016121618,0.201120811195128,0.201120811195128,0.456013552574407,0.201120811195128,0.506312909967295,0.201120811195128,0.201120811195128,0.201120811195128,0.481306010855218,0.509111699025939,0.325588370829323,0.354109057040296,0.703778733325666,0.269083928921857,0.647078840293546,0.824879159963394,0.798879188804872,0.315895393447192,0.581516505681337,0.385163369324818,0.245448527826236,0.571395706309026,0.714999772621299,0.566197772291663,0.506312909967295,0.578625620364393,1,1,1,1,1,1,1,1,1,0.798879188804872,0.687480961459329,0.33528495366916,0.361271266422701,0.670021571221701,0.370889970179823,0.368182728610598,0.484594712142642,0.573197064970201,0.323957664561809,0.65689524662696,0.506312909967295,0.392701857051156,0.548503731603221,0.562283181205403,0.201120811195128,0.516525383732707,0.678216341230288,0.643188000260597,0.826417586814066,1,0.370715651998815,0.838797046697216,1,1,1,1,1,1,0.625094087362685,0.417688932072464,0.732899994737636,1,1,1,1,1,1,0.596171735524842,0.558596481801394,0.757988209574555,0.839822993268739,0.607586058369308,0.781960234910575,0.798879188804872,0.60157398384264,1,1,1,1
"7",0.433618788127176,0.61420343827792,0.61420343827792,0.61420343827792,0.266747684790738,0.428730970541973,0,0.547554150800784,0.479536131550776,0.824824817210984,0.898614507371041,0.829454906040452,0.61420343827792,0.792182986663592,0.61420343827792,0.61420343827792,0.884744523116381,0.61420343827792,0.935043880509268,0.61420343827792,0.61420343827792,0.61420343827792,0.466294079893287,0.402043952277868,0.754319341371296,0.223056097960283,0.533932305212156,0.613940074639804,0.724678626880359,0.824879159963394,0.735762796914745,0.389529839447201,0.670806677424013,0.670806677424013,0.562166070090738,0.661953818288789,0.714999772621299,0.935043880509268,0.935043880509268,0.669182808107638,1,1,1,1,1,1,1,1,1,0.770835047291463,0.715069791026817,0.62218653016404,0.475161812442205,0.670021571221701,0.799620940721796,0.670806677424013,0.670806677424013,0.663754809293858,0.752688635103783,0.856111464652484,0.935043880509268,0.821432827593129,0.935043880509268,0.61420343827792,0.61420343827792,0.918335651066685,0.935043880509268,0.935043880509268,0.935043880509268,1,0.762360936781491,0.838797046697216,1,1,1,1,1,1,0.622608207290321,0.57140202305082,0.670806677424013,1,1,1,1,1,1,0.776181838498608,0.802299950337492,0.935043880509268,0.935043880509268,0.935043880509268,0.935043880509268,0.762989762051134,0.674088737253153,1,1,1,1
"8",0.46191507742157,0.381132723722826,0.583912049697247,0.362695916268687,0.491219782155706,0.419765083382003,0.547554150800784,0,0.612642457881591,0.32573571656299,0.552678228812268,0.696526918451589,0.362695916268687,0.362695916268687,0.362695916268687,0.362695916268687,0.457879885543584,0.422731079446336,0.387489729708484,0.362695916268687,0.362695916268687,0.446910487897158,0.237393660009847,0.346985797315023,0.417449906215541,0.324498052840501,0.402836830202473,0.342723550784544,0.786445638343179,0.938245986854506,0.938245986854506,0.71174521603384,0.72088330373097,0.524530167374452,0.501632513122864,0.757937941944214,0.868584235248794,0.566197772291663,0.387489729708484,0.819692879326226,1,1,1,1,1,1,1,1,1,0.938245986854506,0.826847759508962,0.561594477429097,0.718957164445291,0.913452173414708,0.403100757277653,0.507549526660232,0.623961510192276,0.712563863019835,0.303573373242447,0.711033849043947,0.387489729708484,0.362695916268687,0.548503731603221,0.842681466537772,0.446079059561886,0.516525383732706,0.678216341230288,0.643188000260596,0.826417586814066,1,0.518604782286795,0.975206186560203,1,1,1,1,1,1,0.787865542106214,0.637048055926063,0.872266792787269,1,1,1,1,1,1,0.730239964095705,0.666546598533372,0.757988209574555,0.839822993268739,0.607586058369307,0.781960234910575,0.938245986854506,0.740940781892273,1,1,1,1
"9",0.327335088442901,0.293263747304259,0.134667306727144,0.373941813127009,0.689949447696436,0.259330878967572,0.479536131550776,0.612642457881591,0,0.588971221168599,0.662760911328655,0.61573175742257,0.355110631325025,0.556329390621206,0.32546278076041,0.353529737350048,0.648890927073995,0.25166539158075,0.699190284466883,0.368869789790103,0.330451083608751,0.227485983129927,0.580406719043567,0.565703434650385,0.564522977739739,0.420562561508279,0.703778733325666,0.461961303421445,0.713532344761529,0.865332693272856,0.865332693272856,0.382348897915175,0.64797001014932,0.564522977739739,0.422911977052948,0.571395706309026,0.714999772621299,0.699190284466883,0.699190284466883,0.578625620364393,1,1,1,1,1,1,1,1,1,0.865332693272856,0.753934465927312,0.411865276584716,0.317069586156359,0.710727747867815,0.56376734467941,0.564522977739739,0.564522977739739,0.639650569438185,0.542360634419196,0.65689524662696,0.699190284466883,0.585579231550744,0.699190284466883,0.302952302237831,0.228317411465199,0.6824820550243,0.699190284466883,0.699190284466883,0.826417586814066,1,0.526507340739105,0.838797046697216,1,1,1,1,1,1,0.691547591830669,0.484142436540448,0.799353499205619,1,1,1,1,1,1,0.596171735524842,0.566446354295107,0.757988209574555,0.839822993268739,0.699190284466883,0.781960234910575,0.865332693272856,0.668027488310623,1,1,1,1
"10",0.438243840708577,0.405926537162624,0.608705863137045,0.325248471339874,0.768490448565907,0.396093846669011,0.824824817210984,0.32573571656299,0.588971221168599,0,0.577472042252066,0.721320731891386,0.344079653141858,0.142860893845677,0.373727503706473,0.345660547116835,0.482673698983382,0.447524892886133,0.110219063298284,0.33032049467678,0.368739200858132,0.471704301336956,0.48987051298025,0.624256463725223,0.368984856062751,0.601768719250701,0.717832161086066,0.451392189048367,0.73798058819039,0.889780936701716,0.889780936701716,0.688073979320848,0.672418253578181,0.476065117221662,0.477961276409871,0.745797236648521,0.844912998535802,0.566197772291663,0.163216379780267,0.844486692766024,1,1,1,1,1,1,1,1,1,0.889780936701716,0.778382709356172,0.537923240716104,0.695285927732298,0.889780936701716,0.417683929983238,0.459084476507442,0.575496460039486,0.6711506809972,0.144638388883085,0.735827662483744,0.110219063298284,0.144476468645181,0.548503731603221,0.86747527997757,0.470872873001684,0.533233613175289,0.678216341230288,0.643188000260597,0.826417586814066,1,0.543398595726593,1,1,1,1,1,1,1,0.764194305393221,0.61337681921307,0.82380174263448,1,1,1,1,1,1,0.755033777535503,0.69134041197317,0.757988209574555,0.839822993268739,0.607586058369308,0.781960234910575,0.889780936701716,0.692475731739483,1,1,1,1
